Uri Identifier,Label,Notation,Parent Uri Identifier,Sort Priority,Description,Original Concept URI
2019,2019,2019,,0,,http://reference.data.gov.uk/id/year/2019
2022,2022,2022,,1,,http://reference.data.gov.uk/id/year/2022
